bit,LL_ptr
27606,126017
757,9838
1752,22771
5290,59070
8320,68160
10057,73370
26890,123870
27949,127047
29680,132239
896,11643
3835,49851
5650,60150
9317,71150
20482,104645
25654,120162
27250,124950
38837,159710
1088,14139
3624,47110
6010,61229
7091,64472
12482,80645
27610,126028
31310,137129
36886,153857
1031,13400
2017,26218
2218,28829
6370,62309
12420,80460
27970,127109
28084,127452
39050,160350
2157,28037
3575,46470
6730,63388
10579,74937
13833,84699
23859,114776
28330,128189
31945,139034
74,960
3517,45717
7090,64470
16974,94122
18195,97785
24281,116042
28690,129270
30399,134396
525,6820
2022,26282
5860,60780
7450,65549
16121,91562
22054,109362
29050,130349
32607,141020
2568,33380
2823,36696
7810,66629
10214,73841
13035,82305
29245,130935
29410,131430
31671,138212
1194,15519
2969,38591
8170,67710
17369,95306
19964,103091
25432,119496
26757,123471
29770,132508
343,4454
1588,20644
4040,52516
8530,68789
19231,100893
30130,133590
41562,167886
41599,167996
870,11306
3236,42065
4212,54752
8890,69870
16483,92648
24580,116939
30490,134669
32337,140209
116,1503
380,4937
3525,45820
9250,70950
13372,83316
30850,135749
35579,149936
38138,157613
242,3145
1602,20825
9610,72029
19495,101685
19568,101903
28009,127225
29467,131600
31210,136829
684,8889
1772,23030
9970,73110
10834,75702
21019,106257
26070,121410
31570,137910
34658,147173
1020,13258
3774,49059
3792,49293
8003,67208
10330,74190
31930,138990
37838,156713
40781,165542
3337,43380
4073,52944
10207,73821
10690,75270
19957,103071
26284,122052
32290,140069
33072,142415
2129,27674
3379,43922
6694,63282
11050,76350
12729,81387
31118,136554
32650,141149
35253,148957
1613,20967
2480,32237
2532,32912
4200,54598
11410,77429
33010,142229
36194,151781
42291,170072
397,5156
2008,26102
2634,34238
3976,51685
11770,78509
26423,122469
29043,130329
33370,143309
472,6132
3368,43780
3666,47656
9512,71735
12130,79590
33730,144389
37489,155667
40734,165402
1400,18196
2575,33472
12490,80668
18839,99717
20789,105566
23472,113616
25178,118732
34090,145469
872,11331
4004,52049
8522,68766
9469,71607
12850,81749
24572,116916
34450,146550
39174,160721
1238,16090
1849,24033
6887,63861
13210,82830
18538,98814
25824,120671
32902,141906
34810,147630
990,12868
1361,17691
3361,43690
7479,65635
13570,83910
35170,148709
35631,150091
35902,150905
1447,18807
3351,43561
7678,66234
11832,78695
13930,84988
33369,143307
35530,149790
36817,153651
96,1245
4238,55089
10785,75554
13591,83972
14290,86070
33748,144442
35890,150870
40160,163679
445,5782
2701,35109
8265,67994
14650,87150
19258,100973
34544,146831
36250,151948
42598,170994
826,10734
2868,37280
8749,69447
15010,88230
16752,93456
23138,112613
31393,137378
36610,153030
2146,27895
3874,50355
5466,59598
15370,89309
17313,95139
23390,113369
27005,124215
36970,154109
2386,31014
3438,44688
9797,72590
12019,79257
15730,90390
34639,147117
37330,155190
39576,161927
507,6587
1706,22172
9331,71191
16090,91470
21508,107722
32501,140703
33669,144207
37690,156270
2175,28273
3669,47694
13062,82385
15048,88342
16450,92550
27560,125880
30290,134070
38050,157350
37,479
3170,41207
5669,60206
15045,88334
16810,93629
21907,108920
22073,109418
38410,158430
2346,30495
2517,32719
4770,57510
17170,94710
18066,97398
21924,108970
38770,159509
41067,166400
262,3402
1664,21628
6705,63314
16327,92181
17530,95790
33185,142755
39130,160589
42093,169477
1395,18132
1999,25986
3739,48605
7741,66422
17890,96869
27016,124247
39490,161669
43031,172293
788,10241
2964,38527
8750,69449
11369,77307
18250,97949
39850,162749
40614,165041
42847,171741
76,985
1970,25609
2309,30014
3858,50148
18610,99029
26941,124022
40210,163828
42002,169206
1382,17964
2962,38502
14445,86535
18656,99167
18970,100109
34256,145967
36636,153107
40570,164910
2287,29728
3937,51176
5046,58337
15771,90512
19330,101188
22453,110559
37705,156314
40930,165990
3040,39515
4246,55192
6304,62112
17742,96426
19690,102270
25201,118803
28928,129984
41290,167070
1452,18871
2953,38386
7416,65448
11660,78180
20050,103348
38226,157877
41650,168148
42636,171107
728,9461
3479,45225
16903,93908
20410,104429
21404,107412
36180,151740
39432,161496
42010,169229
1433,18624
3779,49124
15547,89841
17804,96611
20770,105510
22707,111320
29963,133089
42370,170309
1640,21317
1888,24540
3159,41065
18906,99917
21130,106589
24214,115842
32249,139947
42730,171389
674,8760
1258,16350
1680,21835
2885,37502
21490,107669
36684,153250
39827,162681
43090,172469
247,3209
251,3260
3975,51673
4341,56222
14367,86299
21851,108753
28459,128577
28526,128777
611,7939
1142,14842
2820,36658
4335,56205
6146,61638
22211,109833
40150,163650
40629,165085
971,12620
2980,38733
4139,53805
14333,86198
17180,94739
22571,110912
30779,135536
42259,169977
663,8618
1228,15961
1331,17300
2182,28363
5992,61176
22931,111993
38504,158711
41351,167252
514,6678
770,10006
1691,21977
11072,76415
21100,106499
23291,113073
26265,121994
28297,128091
2051,26658
2099,27282
2679,34823
3333,43329
20607,105021
22520,110759
23651,114153
23818,114654
114,1478
2403,31235
2411,31338
2918,37931
12755,81464
24011,115233
25071,118413
29969,133106
205,2662
387,5027
2771,36021
2787,36228
5384,59351
24371,116312
31808,138624
35965,151093
3131,40701
3845,49980
4001,52011
4882,57846
11168,76704
24731,117393
38687,159261
39942,163025
1723,22393
1845,23981
2595,33731
3491,45381
15267,89001
25091,118472
34065,145394
37384,155351
2204,28648
2636,34263
3851,50058
13863,84788
15414,89441
25451,119552
30718,135354
33966,145098
852,11072
2318,30131
3068,39879
4211,54740
12167,79700
25811,120633
29669,132207
35168,148704
1165,15142
3514,45679
4571,56913
15895,90885
20371,104313
22987,112160
26171,121712
37190,154770
300,3895
504,6549
4144,53869
4931,57992
14674,87221
23482,113645
26531,122792
27607,126020
758,9851
1753,22784
5291,59073
8321,68163
10058,73373
26891,123873
27950,127050
29681,132242
897,11656
3836,49864
5651,60153
9318,71153
20483,104648
25655,120165
27251,124953
38838,159713
1089,14152
3625,47124
6011,61232
7092,64475
12483,80648
27611,126031
31311,137132
36887,153860
1032,13413
2018,26231
2219,28842
6371,62312
12421,80463
27971,127112
28085,127455
39051,160353
2158,28050
3576,46483
6731,63391
10580,74940
13834,84702
23860,114779
28331,128192
31946,139037
75,973
3518,45730
7091,64473
16975,94125
18196,97788
24282,116045
28691,129273
30400,134399
526,6833
2023,26295
5861,60783
7451,65552
16122,91565
22055,109365
29051,130352
32608,141023
2569,33393
2824,36709
7811,66632
10215,73844
13036,82308
29246,130938
29411,131433
31672,138215
1195,15532
2970,38604
8171,67713
17370,95309
19965,103094
25433,119499
26758,123474
29771,132511
344,4467
1589,20657
4041,52529
8531,68792
19232,100896
30131,133593
41563,167889
41600,167999
871,11319
3237,42078
4213,54765
8891,69873
16484,92651
24581,116942
30491,134672
32338,140212
117,1516
381,4950
3526,45833
9251,70953
13373,83319
30851,135752
35580,149939
38139,157616
243,3158
1603,20838
9611,72032
19496,101688
19569,101906
28010,127228
29468,131603
31211,136832
685,8902
1773,23043
9971,73113
10835,75705
21020,106260
26071,121413
31571,137913
34659,147176
1021,13271
3775,49072
3793,49306
8004,67211
10331,74193
31931,138993
37839,156716
40782,165545
3338,43393
4074,52957
10208,73824
10691,75273
19958,103074
26285,122055
32291,140072
33073,142418
2130,27687
3380,43935
6695,63285
11051,76353
12730,81390
31119,136557
32651,141152
35254,148960
1614,20980
2481,32250
2533,32925
4201,54611
11411,77432
33011,142232
36195,151784
42292,170075
398,5169
2009,26115
2635,34251
3977,51698
11771,78513
26424,122472
29044,130332
33371,143312
473,6145
3369,43793
3667,47669
9513,71738
12131,79593
33731,144392
37490,155670
40735,165405
1401,18209
2576,33485
12491,80671
18840,99720
20790,105569
23473,113619
25179,118735
34091,145472
873,11344
4005,52062
8523,68769
9470,71610
12851,81752
24573,116919
34451,146553
39175,160724
1239,16103
1850,24046
6888,63864
13211,82833
18539,98817
25825,120674
32903,141909
34811,147633
991,12881
1362,17704
3362,43703
7480,65638
13571,83913
35171,148712
35632,150094
35903,150908
1448,18820
3352,43574
7679,66237
11833,78698
13931,84991
33370,143310
35531,149793
36818,153654
97,1258
4239,55102
10786,75557
13592,83975
14291,86073
33749,144445
35891,150873
40161,163682
446,5795
2702,35122
8266,67997
14651,87153
19259,100976
34545,146834
36251,151951
42599,170997
827,10747
2869,37293
8750,69450
15011,88233
16753,93459
23139,112616
31394,137381
36611,153033
2147,27908
3875,50368
5467,59601
15371,89312
17314,95142
23391,113372
27006,124218
36971,154112
2387,31027
3439,44701
9798,72593
12020,79260
15731,90393
34640,147120
37331,155193
39577,161930
508,6601
1707,22185
9332,71194
16091,91473
21509,107725
32502,140706
33670,144210
37691,156273
2176,28286
3670,47707
13063,82388
15049,88345
16451,92553
27561,125883
30291,134073
38051,157353
38,492
3171,41220
5670,60209
15046,88337
16811,93632
21908,108923
22074,109421
38411,158433
2347,30508
2518,32732
4771,57513
17171,94713
18067,97401
21925,108973
38771,159512
41068,166403
263,3415
1665,21641
6706,63317
16328,92184
17531,95793
33186,142758
39131,160592
42094,169480
1396,18145
2000,25999
3740,48618
7742,66425
17891,96872
27017,124250
39491,161672
43032,172296
789,10254
2965,38540
8751,69452
11370,77310
18251,97952
39851,162752
40615,165044
42848,171744
77,998
1971,25622
2310,30027
3859,50161
18611,99032
26942,124025
40211,163831
42003,169209
1383,17977
2963,38515
14446,86538
18657,99170
18971,100112
34257,145970
36637,153110
40571,164913
2288,29741
3938,51189
5047,58340
15772,90515
19331,101191
22454,110562
37706,156317
40931,165993
3041,39528
4247,55205
6305,62115
17743,96429
19691,102273
25202,118806
28929,129987
41291,167073
1453,18884
2954,38399
7417,65451
11661,78183
20051,103351
38227,157880
41651,168151
42637,171110
729,9474
3480,45238
16904,93911
20411,104432
21405,107415
36181,151743
39433,161499
42011,169232
1434,18637
3780,49138
15548,89844
17805,96614
20771,105513
22708,111323
29964,133092
42371,170312
1641,21330
1889,24553
3160,41078
18907,99920
21131,106592
24215,115845
32250,139950
42731,171392
675,8773
1259,16363
1681,21848
2886,37515
21491,107672
36685,153253
39828,162684
43091,172472
248,3222
252,3273
3976,51686
4342,56225
14368,86302
21852,108756
28460,128580
28527,128780
612,7952
1143,14855
2821,36671
4336,56208
6147,61641
22212,109836
40151,163653
40630,165088
972,12633
2981,38746
4140,53818
14334,86201
17181,94742
22572,110915
30780,135539
42260,169980
664,8631
1229,15974
1332,17313
2183,28376
5993,61179
22932,111996
38505,158714
41352,167255
515,6691
771,10020
1692,21990
11073,76418
21101,106502
23292,113076
26266,121997
28298,128094
2052,26671
2100,27295
2680,34836
3334,43342
20608,105024
22521,110762
23652,114156
23819,114657
115,1491
2404,31248
2412,31351
2919,37944
12756,81467
24012,115236
25072,118416
29970,133109
206,2675
388,5040
2772,36034
2788,36241
5385,59354
24372,116315
31809,138627
35966,151096
3132,40714
3846,49993
4002,52024
4883,57849
11169,76707
24732,117396
38688,159264
39943,163028
1724,22407
1846,23994
2596,33744
3492,45394
15268,89004
25092,118475
34066,145397
37385,155354
2205,28661
2637,34276
3852,50071
13864,84791
15415,89444
25452,119555
30719,135357
33967,145101
853,11085
2319,30144
3069,39892
4212,54753
12168,79703
25812,120636
29670,132210
35169,148707
1166,15155
3515,45692
4572,56916
15896,90888
20372,104316
22988,112163
26172,121715
37191,154773
301,3908
505,6562
4145,53882
4932,57995
14675,87224
23483,113648
26532,122795
27608,126023
759,9864
1754,22797
5292,59076
8322,68166
10059,73376
26892,123876
27951,127053
29682,132245
898,11669
3837,49877
5652,60156
9319,71156
20484,104651
25656,120168
27252,124956
38839,159716
1090,14165
3626,47137
6012,61235
7093,64478
12484,80651
27612,126034
31312,137135
36888,153863
1033,13426
2019,26244
2220,28855
6372,62315
12422,80466
27972,127115
28086,127458
39052,160356
2159,28063
3577,46496
6732,63394
10581,74943
13835,84705
23861,114782
28332,128195
31947,139040
76,986
3519,45743
7092,64476
16976,94128
18197,97791
24283,116048
28692,129276
30401,134403
527,6846
2024,26308
5862,60786
7452,65555
16123,91568
22056,109368
29052,130355
32609,141026
2570,33407
2825,36722
7812,66635
10216,73847
13037,82311
29247,130941
29412,131436
31673,138218
1196,15545
2971,38617
8172,67716
17371,95312
19966,103097
25434,119502
26759,123477
29772,132514
345,4480
1590,20670
4042,52542
8532,68795
19233,100899
30132,133596
41564,167892
41601,168002
872,11332
3238,42091
4214,54778
8892,69876
16485,92654
24582,116945
30492,134675
32339,140215
118,1529
382,4963
3527,45846
9252,70956
13374,83322
30852,135755
35581,149942
38140,157619
244,3171
1604,20851
9612,72035
19497,101691
19570,101909
28011,127231
29469,131606
31212,136835
686,8915
1774,23056
9972,73116
10836,75708
21021,106263
26072,121416
31572,137916
34660,147179
1022,13284
3776,49085
3794,49319
8005,67214
10332,74196
31932,138996
37840,156719
40783,165548
3339,43406
4075,52970
10209,73827
10692,75276
19959,103077
26286,122058
32292,140075
33074,142421
2131,27700
3381,43948
6696,63288
11052,76356
12731,81393
31120,136560
32652,141155
35255,148963
1615,20993
2482,32263
2534,32938
4202,54624
11412,77435
33012,142235
36196,151787
42293,170078
399,5182
2010,26128
2636,34264
3978,51711
11772,78516
26425,122475
29045,130335
33372,143315
474,6158
3370,43806
3668,47682
9514,71741
12132,79596
33732,144395
37491,155673
40736,165408
1402,18222
2577,33498
12492,80674
18841,99723
20791,105572
23474,113622
25180,118738
34092,145475
874,11357
4006,52075
8524,68772
9471,71613
12852,81755
24574,116922
34452,146556
39176,160727
1240,16116
1851,24059
6889,63867
13212,82836
18540,98820
25826,120677
32904,141912
34812,147636
992,12894
1363,17717
3363,43716
7481,65641
13572,83916
35172,148715
35633,150097
35904,150911
1449,18833
3353,43587
7680,66240
11834,78701
13932,84994
33371,143313
35532,149796
36819,153657
98,1271
4240,55115
10787,75560
13593,83978
14292,86076
33750,144448
35892,150876
40162,163685
447,5808
2703,35135
8267,68000
14652,87156
19260,100979
34546,146837
36252,151954
42600,171000
828,10760
2870,37306
8751,69453
15012,88236
16754,93462
23140,112619
31395,137384
36612,153036
2148,27921
3876,50381
5468,59604
15372,89315
17315,95145
23392,113375
27007,124221
36972,154115
2388,31040
3440,44714
9799,72596
12021,79263
15732,90396
34641,147123
37332,155196
39578,161933
509,6614
1708,22198
9333,71197
16092,91476
21510,107728
32503,140709
33671,144213
37692,156276
2177,28299
3671,47720
13064,82391
15050,88348
16452,92556
27562,125886
30292,134076
38052,157356
39,505
3172,41233
5671,60212
15047,88340
16812,93635
21909,108926
22075,109424
38412,158436
2348,30521
2519,32745
4772,57516
17172,94716
18068,97404
21926,108976
38772,159515
41069,166406
264,3428
1666,21654
6707,63320
16329,92187
17532,95796
33187,142761
39132,160595
42095,169483
1397,18158
2001,26012
3741,48631
7743,66428
17892,96875
27018,124253
39492,161675
43033,172299
790,10267
2966,38553
8752,69455
11371,77313
18252,97955
39852,162755
40616,165047
42849,171747
78,1011
1972,25635
2311,30040
3860,50174
18612,99035
26943,124028
40212,163834
42004,169212
1384,17990
2964,38528
14447,86541
18658,99173
18972,100115
34258,145973
36638,153113
40572,164916
2289,29754
3939,51202
5048,58343
15773,90518
19332,101194
22455,110565
37707,156320
40932,165996
3042,39541
4248,55218
6306,62118
17744,96432
19692,102276
25203,118809
28930,129990
41292,167076
1454,18897
2955,38412
7418,65454
11662,78186
20052,103354
38228,157883
41652,168154
42638,171113
730,9487
3481,45251
16905,93914
20412,104435
21406,107418
36182,151746
39434,161502
42012,169235
1435,18650
3781,49151
15549,89847
17806,96617
20772,105516
22709,111326
29965,133095
42372,170315
1642,21343
1890,24566
3161,41091
18908,99923
21132,106595
24216,115848
32251,139953
42732,171395
676,8786
1260,16376
1682,21861
2887,37528
21492,107675
36686,153256
39829,162687
43092,172475
249,3235
253,3286
3977,51699
4343,56228
14369,86305
21853,108759
28461,128583
28528,128783
613,7965
1144,14868
2822,36684
4337,56211
6148,61644
22213,109839
40152,163656
40631,165091
973,12646
2982,38759
4141,53831
14335,86204
17182,94745
22573,110918
30781,135542
42261,169983
665,8644
1230,15987
1333,17326
2184,28389
5994,61182
22933,111999
38506,158717
41353,167258
516,6704
772,10033
1693,22003
11074,76421
21102,106505
23293,113079
26267,122000
28299,128097
2053,26684
2101,27308
2681,34849
3335,43355
20609,105027
22522,110765
23653,114159
23820,114660
116,1504
2405,31261
2413,31364
2920,37957
12757,81470
24013,115239
25073,118419
29971,133112
207,2689
389,5053
2773,36047
2789,36255
5386,59357
24373,116318
31810,138630
35967,151099
3133,40727
3847,50006
4003,52037
4884,57852
11170,76710
24733,117399
38689,159267
39944,163031
1725,22420
1847,24007
2597,33757
3493,45407
15269,89007
25093,118478
34067,145400
37386,155357
2206,28674
2638,34289
3853,50084
13865,84794
15416,89447
25453,119558
30720,135360
33968,145104
854,11098
2320,30157
3070,39905
4213,54766
12169,79706
25813,120639
29671,132213
35170,148710
1167,15168
3516,45705
4573,56919
15897,90891
20373,104319
22989,112166
26173,121718
37192,154776
302,3921
506,6575
4146,53895
4933,57998
14676,87227
23484,113651
26533,122798
27609,126026
760,9877
1755,22810
5293,59079
8323,68169
10060,73379
26893,123879
27952,127056
29683,132248
899,11683
3838,49890
5653,60159
9320,71159
20485,104654
25657,120171
27253,124959
38840,159719
1091,14178
3627,47150
6013,61238
7094,64481
12485,80654
27613,126037
31313,137138
36889,153866
1034,13439
2020,26257
2221,28868
6373,62318
12423,80469
27973,127118
28087,127461
39053,160359
2160,28076
3578,46509
6733,63397
10582,74946
13836,84708
23862,114785
28333,128198
31948,139043
77,999
3520,45756
7093,64479
16977,94131
18198,97794
24284,116051
28693,129279
30402,134406
528,6859
2025,26321
5863,60789
7453,65558
16124,91571
22057,109371
29053,130358
32610,141029
2571,33420
2826,36735
7813,66638
10217,73850
13038,82314
29248,130944
29413,131439
31674,138221
1197,15558
2972,38630
8173,67719
17372,95315
19967,103100
25435,119505
26760,123480
29773,132517
346,4493
1591,20683
4043,52555
8533,68798
19234,100902
30133,133599
41565,167895
41602,168005
873,11345
3239,42104
4215,54791
8893,69879
16486,92657
24583,116948
30493,134678
32340,140218
119,1542
383,4976
3528,45859
9253,70959
13375,83325
30853,135758
35582,149945
38141,157622
245,3184
1605,20864
9613,72038
19498,101694
19571,101912
28012,127234
29470,131609
31213,136838
687,8928
1775,23070
9973,73119
10837,75711
21022,106266
26073,121419
31573,137919
34661,147182
1023,13297
3777,49099
3795,49332
8006,67217
10333,74199
31933,138999
37841,156722
40784,165551
3340,43419
4076,52983
10210,73830
10693,75279
19960,103080
26287,122061
32293,140078
33075,142424
2132,27713
3382,43961
6697,63291
11053,76359
12732,81396
31121,136563
32653,141158
35256,148966
1616,21006
2483,32276
2535,32951
4203,54637
11413,77438
33013,142239
36197,151790
42294,170081
400,5195
2011,26141
2637,34277
3979,51724
11773,78519
26426,122478
29046,130338
33373,143318
475,6171
3371,43819
3669,47695
9515,71744
12133,79599
33733,144398
37492,155676
40737,165411
1403,18235
2578,33511
12493,80677
18842,99726
20792,105575
23475,113625
25181,118742
34093,145478
875,11370
4007,52088
8525,68775
9472,71616
12853,81758
24575,116925
34453,146559
39177,160730
1241,16129
1852,24072
6890,63870
13213,82839
18541,98823
25827,120680
32905,141915
34813,147639
993,12907
1364,17730
3364,43729
7482,65644
13573,83919
35173,148718
35634,150100
35905,150914
1450,18846
3354,43600
7681,66243
11835,78704
13933,84997
33372,143316
35533,149799
36820,153660
99,1284
4241,55128
10788,75563
13594,83981
14293,86079
33751,144451
35893,150879
40163,163688
448,5821
2704,35148
8268,68003
14653,87159
19261,100982
34547,146840
36253,151957
42601,171003
829,10773
2871,37319
8752,69456
15013,88239
16755,93465
23141,112623
31396,137387
36613,153039
2149,27934
3877,50394
5469,59607
15373,89318
17316,95148
23393,113378
27008,124224
36973,154118
2389,31053
3441,44727
9800,72599
12022,79266
15733,90399
34642,147126
37333,155199
39579,161936
510,6627
1709,22211
9334,71200
16093,91479
21511,107731
32504,140712
33672,144216
37693,156279
2178,28312
3672,47733
13065,82394
15051,88351
16453,92559
27563,125889
30293,134079
38053,157359
40,518
3173,41246
5672,60215
15048,88343
16813,93638
21910,108929
22076,109427
38413,158439
2349,30534
2520,32758
4773,57519
17173,94719
18069,97407
21927,108979
38773,159518
41070,166409
265,3441
1667,21667
6708,63323
16330,92190
17533,95799
33188,142764
39133,160598
42096,169486
1398,18171
2002,26025
3742,48644
7744,66431
17893,96878
27019,124256
39493,161678
43034,172302
791,10280
2967,38566
8753,69458
11372,77316
18253,97958
39853,162758
40617,165050
42850,171750
79,1024
1973,25648
2312,30053
3861,50187
18613,99038
26944,124031
40213,163837
42005,169215
1385,18003
2965,38541
14448,86544
18659,99176
18973,100118
34259,145976
36639,153116
40573,164919
2290,29767
3940,51215
5049,58346
15774,90521
19333,101197
22456,110568
37708,156323
40933,165999
3043,39554
4249,55232
6307,62121
17745,96435
19693,102279
25204,118812
28931,129993
41293,167079
1455,18910
2956,38425
7419,65457
11663,78189
20053,103357
38229,157886
41653,168157
42639,171116
731,9500
3482,45264
16906,93917
20413,104438
21407,107421
36183,151749
39435,161505
42013,169238
1436,18663
3782,49164
15550,89850
17807,96620
20773,105519
22710,111329
29966,133098
42373,170318
1643,21356
1891,24579
3162,41104
18909,99926
21133,106598
24217,115851
32252,139956
42733,171398
677,8799
1261,16389
1683,21874
2888,37541
21493,107678
36687,153259
39830,162690
43093,172478
250,3248
254,3299
3978,51712
4344,56231
14370,86308
21854,108762
28462,128586
28529,128786
614,7979
1145,14881
2823,36697
4338,56214
6149,61647
22214,109842
40153,163659
40632,165094
974,12659
2983,38772
4142,53844
14336,86207
17183,94748
22574,110921
30782,135545
42262,169986
666,8657
1231,16000
1334,17339
2185,28402
5995,61185
22934,112002
38507,158720
41354,167261
517,6717
773,10046
1694,22016
11075,76424
21103,106508
23294,113082
26268,122003
28300,128100
2054,26697
2102,27321
2682,34862
3336,43368
20610,105030
22523,110768
23654,114162
23821,114663
117,1517
2406,31274
2414,31377
2921,37971
12758,81473
24014,115242
25074,118422
29972,133115
208,2702
390,5066
2774,36060
2790,36268
5387,59360
24374,116321
31811,138633
35968,151102
3134,40740
3848,50019
4004,52050
4885,57855
11171,76713
24734,117402
38690,159270
39945,163034
1726,22433
1848,24020
2598,33770
3494,45420
15270,89010
25094,118481
34068,145403
37387,155360
2207,28687
2639,34302
3854,50097
13866,84797
15417,89450
25454,119561
30721,135363
33969,145107
855,11111
2321,30170
3071,39918
4214,54779
12170,79709
25814,120642
29672,132216
35171,148713
1168,15181
3517,45718
4574,56922
15898,90894
20374,104322
22990,112169
26174,121721
37193,154779
303,3934
507,6588
4147,53908
4934,58001
14677,87230
23485,113654
26534,122802
27610,126029
761,9890
1756,22823
5294,59082
8324,68172
10061,73382
26894,123882
27953,127059
29684,132251
900,11696
3839,49903
5654,60162
9321,71162
20486,104657
25658,120174
27254,124962
38841,159722
1092,14191
3628,47163
6014,61241
7095,64484
12486,80657
27614,126040
31314,137141
36890,153869
1035,13452
2021,26270
2222,28881
6374,62321
12424,80472
27974,127121
28088,127464
39054,160362
1801,23410
3579,46522
6734,63400
10583,74949
13837,84711
23863,114788
28334,128201
31949,139046
78,1012
3521,45769
7094,64482
16978,94134
18199,97797
24285,116054
28694,129282
30403,134409
529,6872
2026,26334
5864,60792
7454,65561
16125,91574
22058,109374
29054,130361
32611,141032
2572,33433
2827,36748
7814,66641
10218,73853
13039,82317
29249,130947
29414,131442
31675,138224
1198,15571
2973,38643
8174,67722
17373,95318
19968,103103
25436,119508
26761,123483
29774,132520
347,4506
1592,20696
4044,52568
8534,68801
19235,100905
30134,133602
41566,167898
41603,168008
874,11358
3240,42117
4216,54804
8894,69882
16487,92660
24584,116951
30494,134681
32341,140221
120,1555
384,4989
3529,45872
9254,70962
13376,83328
30854,135761
35583,149948
38142,157625
246,3197
1606,20877
9614,72041
19499,101697
19572,101915
28013,127237
29471,131612
31214,136841
688,8941
1776,23083
9974,73122
10838,75714
21023,106269
26074,121422
31574,137922
34662,147185
1024,13310
3778,49112
3796,49345
8007,67220
10334,74202
31934,139002
37842,156725
40785,165554
3341,43432
4077,52996
10211,73833
10694,75282
19961,103083
26288,122064
32294,140081
33076,142427
2133,27727
3383,43974
6698,63294
11054,76362
12733,81399
31122,136566
32654,141161
35257,148969
1617,21019
2484,32289
2536,32964
4204,54650
11414,77441
33014,142242
36198,151793
42295,170084
401,5208
2012,26154
2638,34290
3980,51737
11774,78522
26427,122481
29047,130341
33374,143321
476,6184
3372,43832
3670,47708
9516,71747
12134,79602
33734,144401
37493,155679
40738,165414
1404,18248
2579,33524
12494,80680
18843,99729
20793,105578
23476,113628
25182,118745
34094,145481
876,11383
4008,52101
8526,68778
9473,71619
12854,81761
24576,116928
34454,146562
39178,160733
1242,16142
1853,24085
6891,63873
13214,82842
18542,98826
25828,120683
32906,141918
34814,147642
994,12920
1365,17743
3365,43742
7483,65647
13574,83922
35174,148721
35635,150103
35906,150917
1451,18859
3355,43613
7682,66246
11836,78707
13934,85000
33373,143319
35534,149802
36821,153663
100,1297
4242,55141
10789,75566
13595,83984
14294,86082
33752,144454
35894,150882
40164,163691
449,5834
2705,35162
8269,68006
14654,87162
19262,100985
34548,146843
36254,151960
42602,171006
830,10786
2872,37332
8753,69459
15014,88242
16756,93468
23142,112626
31397,137390
36614,153042
2150,27947
3878,50407
5470,59610
15374,89321
17317,95151
23394,113381
27009,124227
36974,154121
2390,31066
3442,44740
9801,72602
12023,79269
15734,90402
34643,147129
37334,155202
39580,161939
511,6640
1710,22224
9335,71203
16094,91482
21512,107734
32505,140715
33673,144219
37694,156282
2179,28325
3673,47746
13066,82397
15052,88354
16454,92562
27564,125892
30294,134082
38054,157362
41,531
3174,41259
5673,60218
15049,88346
16814,93641
21911,108932
22077,109430
38414,158442
2161,28092
2350,30547
4774,57522
17174,94722
18070,97410
21928,108982
38774,159521
41071,166412
266,3454
1668,21680
6709,63326
16331,92193
17534,95802
33189,142767
39134,160601
42097,169489
1399,18184
2003,26038
3743,48657
7745,66434
17894,96881
27020,124259
39494,161681
43035,172305
792,10293
2968,38579
8754,69461
11373,77319
18254,97961
39854,162761
40618,165053
42851,171753
80,1037
1974,25661
2313,30066
3862,50200
18614,99041
26945,124034
40214,163840
42006,169218
1386,18016
2966,38554
14449,86547
18660,99179
18974,100121
34260,145979
36640,153119
40574,164922
2291,29780
3941,51228
5050,58349
15775,90524
19334,101200
22457,110571
37709,156326
40934,166002
3044,39567
4250,55245
6308,62124
17746,96438
19694,102282
25205,118815
28932,129996
41294,167082
1456,18923
2957,38438
7420,65460
11664,78192
20054,103360
38230,157889
41654,168160
42640,171119
732,9513
3483,45277
16907,93920
20414,104441
21408,107424
36184,151752
39436,161508
42014,169241
1437,18676
3783,49177
15551,89853
17808,96623
20774,105522
22711,111332
29967,133101
42374,170321
1644,21369
1892,24592
3163,41117
18910,99929
21134,106601
24218,115854
32253,139959
42734,171401
678,8812
1262,16402
1684,21887
2889,37554
21494,107681
36688,153262
39831,162693
43094,172481
251,3261
255,3312
3979,51725
4345,56234
14371,86311
21855,108765
28463,128589
28530,128789
615,7992
1146,14895
2824,36710
4339,56217
6150,61650
22215,109845
40154,163662
40633,165097
975,12672
2984,38785
4143,53857
14337,86210
17184,94751
22575,110924
30783,135548
42263,169989
667,8670
1232,16013
1335,17352
2186,28415
5996,61188
22935,112005
38508,158723
41355,167264
518,6730
774,10059
1695,22029
11076,76427
21104,106511
23295,113085
26269,122006
28301,128103
2055,26710
2103,27334
2683,34875
3337,43381
20611,105033
22524,110771
23655,114165
23822,114666
118,1530
2407,31287
2415,31390
2922,37984
12759,81476
24015,115245
25075,118425
29973,133118
209,2715
391,5079
2775,36073
2791,36281
5388,59363
24375,116324
31812,138636
35969,151105
3135,40753
3849,50032
4005,52063
4886,57858
11172,76716
24735,117405
38691,159273
39946,163037
1727,22446
1849,24034
