bit,LL_ptr
2599,33783
3495,45433
15271,89013
25095,118484
34069,145406
37388,155363
2208,28700
2640,34315
3855,50110
13867,84800
15418,89453
25455,119564
30722,135366
33970,145110
856,11124
2322,30183
3072,39931
4215,54792
12171,79712
25815,120645
29673,132219
35172,148716
1169,15194
3518,45731
4575,56925
15899,90897
20375,104325
22991,112172
26175,121724
37194,154782
304,3947
508,6602
4148,53921
4935,58004
14678,87233
23486,113657
26535,122805
27611,126032
762,9903
1757,22836
5295,59085
8325,68175
10062,73385
26895,123885
27954,127062
29685,132254
901,11709
3840,49916
5655,60165
9322,71165
20487,104660
25659,120177
27255,124965
38842,159725
1093,14204
3629,47176
6015,61244
7096,64487
12487,80660
27615,126043
31315,137144
36891,153872
1036,13465
2022,26283
2223,28894
6375,62324
12425,80475
27975,127124
28089,127467
39055,160365
1802,23423
3580,46535
6735,63403
10584,74952
13838,84714
23864,114791
28335,128204
31950,139049
79,1025
3522,45782
7095,64485
16979,94137
18200,97800
24286,116057
28695,129285
30404,134412
530,6885
2027,26347
5865,60795
7455,65564
16126,91577
22059,109377
29055,130364
32612,141036
2573,33446
2828,36761
7815,66644
10219,73856
13040,82320
29250,130950
29415,131445
31676,138227
1199,15585
2974,38656
8175,67725
17374,95321
19969,103106
25437,119511
26762,123486
29775,132523
348,4519
1593,20709
4045,52581
8535,68804
19236,100908
30135,133605
41567,167901
41604,168011
875,11371
2881,37451
4217,54817
8895,69885
16488,92663
24585,116954
30495,134684
32342,140224
121,1568
385,5002
3530,45885
9255,70965
13377,83331
30855,135764
35584,149951
38143,157628
247,3210
1607,20890
9615,72044
19500,101700
19573,101918
28014,127240
29472,131615
31215,136844
689,8954
1777,23096
9975,73125
10839,75717
21024,106272
26075,121425
31575,137925
34663,147188
1025,13323
3779,49125
3797,49358
8008,67223
10335,74205
31935,139005
37843,156728
40786,165557
3342,43445
4078,53009
10212,73836
10695,75285
19962,103086
26289,122067
32295,140084
33077,142430
2134,27740
3384,43987
6699,63297
11055,76365
12734,81402
31123,136569
32655,141164
35258,148972
1618,21032
2485,32302
2537,32978
4205,54663
11415,77444
33015,142245
36199,151796
42296,170087
402,5221
2013,26167
2639,34303
3981,51750
11775,78525
26428,122484
29048,130344
33375,143324
477,6197
3373,43845
3671,47721
9517,71750
12135,79605
33735,144404
37494,155682
40739,165417
1405,18261
2580,33537
12495,80683
18844,99732
20794,105581
23477,113631
25183,118748
34095,145484
877,11396
4009,52114
8527,68781
9474,71622
12855,81764
24577,116931
34455,146565
39179,160736
1243,16155
1854,24098
6892,63876
13215,82845
18543,98829
25829,120686
32907,141921
34815,147645
995,12933
1366,17756
3366,43755
7484,65650
13575,83925
35175,148724
35636,150106
35907,150920
1452,18872
3356,43626
7683,66249
11837,78710
13935,85003
33374,143322
35535,149805
36822,153666
101,1310
4243,55154
10790,75569
13596,83987
14295,86085
33753,144457
35895,150885
40165,163694
450,5847
2706,35175
8270,68009
14655,87165
19263,100988
34549,146846
36255,151963
42603,171009
831,10799
2873,37345
8754,69462
15015,88245
16757,93471
23143,112629
31398,137393
36615,153045
2151,27960
3879,50420
5471,59613
15375,89324
17318,95154
23395,113384
27010,124230
36975,154124
2391,31079
3443,44754
9802,72605
12024,79272
15735,90405
34644,147132
37335,155205
39581,161942
512,6653
1711,22237
9336,71206
16095,91485
21513,107737
32506,140718
33674,144222
37695,156285
2180,28338
3674,47759
13067,82400
15053,88357
16455,92565
27565,125895
30295,134085
38055,157365
42,544
3175,41272
5674,60221
15050,88349
16815,93644
21912,108935
22078,109433
38415,158445
2162,28105
2351,30560
4775,57525
17175,94725
18071,97413
21929,108985
38775,159524
41072,166415
267,3467
1669,21693
6710,63329
16332,92196
17535,95805
33190,142770
39135,160604
42098,169492
1400,18197
2004,26051
3744,48670
7746,66437
17895,96884
27021,124262
39495,161684
43036,172308
793,10306
2969,38592
8755,69464
11374,77322
18255,97964
39855,162764
40619,165056
42852,171756
81,1050
1975,25674
2314,30080
3863,50213
18615,99044
26946,124037
40215,163843
42007,169221
1387,18029
2967,38567
14450,86550
18661,99182
18975,100124
34261,145982
36641,153122
40575,164925
2292,29794
3942,51241
5051,58352
15776,90527
19335,101203
22458,110574
37710,156329
40935,166005
3045,39580
4251,55258
6309,62127
17747,96441
19695,102285
25206,118818
28933,129999
41295,167085
1457,18937
2958,38451
7421,65463
11665,78195
20055,103363
38231,157892
41655,168163
42641,171122
733,9526
3484,45290
16908,93923
20415,104444
21409,107427
36185,151755
39437,161511
42015,169244
1438,18689
3784,49190
15552,89856
17809,96626
20775,105525
22712,111335
29968,133104
42375,170324
1645,21382
1893,24605
3164,41130
18911,99932
21135,106604
24219,115857
32254,139962
42735,171404
679,8825
1263,16415
1685,21900
2890,37567
21495,107684
36689,153265
39832,162696
43095,172484
252,3274
256,3325
3980,51738
4346,56237
14372,86314
21856,108768
28464,128592
28531,128792
616,8005
1147,14908
2825,36723
4340,56220
6151,61653
22216,109848
40155,163665
40634,165100
976,12685
2985,38798
4144,53870
14338,86213
17185,94754
22576,110927
30784,135551
42264,169992
668,8683
1233,16026
1336,17365
2187,28428
5997,61191
22936,112008
38509,158726
41356,167267
519,6743
775,10072
1696,22042
11077,76430
21105,106514
23296,113088
26270,122009
28302,128106
2056,26723
2104,27347
2684,34888
3338,43394
20612,105036
22525,110774
23656,114168
23823,114669
119,1543
2408,31300
2416,31403
2923,37997
12760,81479
24016,115248
25076,118428
29974,133121
210,2728
392,5092
2776,36086
2792,36294
5389,59366
24376,116327
31813,138639
35970,151108
3136,40766
3850,50046
4006,52076
4887,57861
11173,76719
24736,117408
38692,159276
39947,163040
1728,22459
1850,24047
2600,33796
3496,45446
15272,89016
25096,118487
34070,145409
37389,155366
2209,28713
2641,34328
3856,50123
13868,84803
15419,89456
25456,119567
30723,135369
33971,145113
857,11137
2323,30196
3073,39945
4216,54805
12172,79715
25816,120648
29674,132222
35173,148719
1170,15207
3519,45744
4576,56928
15900,90900
20376,104328
22992,112175
26176,121727
37195,154785
305,3960
509,6615
4149,53934
4936,58007
14679,87236
23487,113660
26536,122808
27612,126035
763,9916
1758,22849
5296,59088
8326,68178
10063,73388
26896,123888
27955,127065
29686,132257
902,11722
3841,49929
5656,60168
9323,71168
20488,104663
25660,120180
27256,124968
38843,159728
1094,14217
3630,47189
6016,61247
7097,64490
12488,80663
27616,126046
31316,137147
36892,153875
1037,13478
2023,26296
2224,28907
6376,62327
12426,80478
27976,127127
28090,127470
39056,160368
1803,23436
3581,46548
6736,63406
10585,74955
13839,84717
23865,114794
28336,128207
31951,139052
80,1038
3523,45795
7096,64488
16980,94140
18201,97803
24287,116060
28696,129288
30405,134415
531,6898
2028,26360
5866,60798
7456,65567
16127,91580
22060,109380
29056,130367
32613,141039
2574,33460
2829,36774
7816,66647
10220,73859
13041,82323
29251,130953
29416,131448
31677,138230
1200,15598
2975,38669
8176,67728
17375,95324
19970,103109
25438,119514
26763,123489
29776,132526
349,4532
1594,20722
4046,52594
8536,68807
19237,100911
30136,133608
41568,167904
41605,168014
876,11384
2882,37464
4218,54830
8896,69888
16489,92666
24586,116957
30496,134687
32343,140227
122,1581
386,5015
3531,45898
9256,70968
13378,83334
30856,135767
35585,149954
38144,157631
248,3223
1608,20903
9616,72047
19501,101703
19574,101921
28015,127243
29473,131618
31216,136847
690,8967
1778,23109
9976,73128
10840,75720
21025,106275
26076,121428
31576,137928
34664,147191
1026,13336
3780,49139
3798,49371
8009,67226
10336,74208
31936,139008
37844,156731
40787,165560
3343,43458
4079,53022
10213,73839
10696,75288
19963,103089
26290,122070
32296,140087
33078,142433
2135,27753
3385,44000
6700,63300
11056,76368
12735,81405
31124,136572
32656,141167
35259,148975
1619,21045
2486,32315
2538,32991
4206,54676
11416,77447
33016,142248
36200,151799
42297,170090
403,5234
2014,26180
2640,34316
3982,51763
11776,78528
26429,122487
29049,130347
33376,143327
478,6210
3374,43858
3672,47734
9518,71753
12136,79608
33736,144407
37495,155685
40740,165420
1406,18274
2581,33550
12496,80686
18845,99735
20795,105584
23478,113634
25184,118751
34096,145487
878,11409
4010,52127
8528,68784
9475,71625
12856,81767
24578,116934
34456,146568
39180,160739
1244,16168
1855,24111
6893,63879
13216,82848
18544,98832
25830,120689
32908,141924
34816,147648
996,12946
1367,17769
3367,43768
7485,65653
13576,83928
35176,148727
35637,150109
35908,150923
1453,18885
3357,43639
7684,66252
11838,78713
13936,85006
33375,143325
35536,149808
36823,153669
102,1323
4244,55167
10791,75572
13597,83990
14296,86088
33754,144460
35896,150888
40166,163697
451,5860
2707,35188
8271,68012
14656,87168
19264,100991
34550,146849
36256,151966
42604,171012
832,10812
2874,37358
8755,69465
15016,88248
16758,93474
23144,112632
31399,137396
36616,153048
2152,27973
3880,50433
5472,59616
15376,89327
17319,95157
23396,113387
27011,124233
36976,154127
2392,31092
3444,44767
9803,72608
12025,79275
15736,90408
34645,147135
37336,155208
39582,161945
513,6666
1712,22250
9337,71209
16096,91488
21514,107740
32507,140721
33675,144225
37696,156288
2181,28351
3675,47772
13068,82403
15054,88360
16456,92568
27566,125898
30296,134088
38056,157368
43,557
3176,41285
5675,60224
15051,88352
16816,93647
21913,108938
22079,109436
38416,158448
2163,28118
2352,30573
4776,57528
17176,94728
18072,97416
21930,108988
38776,159527
41073,166418
268,3480
1670,21706
6711,63332
16333,92199
17536,95808
33191,142773
39136,160607
42099,169495
1401,18210
2005,26064
3745,48683
7747,66440
17896,96887
27022,124265
39496,161687
43037,172311
794,10319
2970,38605
8756,69467
11375,77325
18256,97967
39856,162767
40620,165059
42853,171759
82,1063
1976,25687
2315,30093
3864,50226
18616,99047
26947,124040
40216,163846
42008,169224
1388,18042
2968,38580
14451,86553
18662,99185
18976,100127
34262,145985
36642,153125
40576,164928
2293,29807
3943,51254
5052,58355
15777,90530
19336,101206
22459,110577
37711,156332
40936,166008
3046,39593
4252,55271
6310,62130
17748,96444
19696,102288
25207,118821
28934,130002
41296,167088
1458,18950
2959,38464
7422,65466
11666,78198
20056,103366
38232,157895
41656,168166
42642,171125
734,9539
3485,45303
16909,93926
20416,104447
21410,107430
36186,151758
39438,161514
42016,169247
1439,18702
3785,49203
15553,89859
17810,96629
20776,105528
22713,111338
29969,133107
42376,170327
1646,21395
1894,24618
3165,41143
18912,99935
21136,106607
24220,115860
32255,139965
42736,171407
680,8838
1264,16428
1686,21913
2891,37580
21496,107687
36690,153268
39833,162699
43096,172487
253,3287
257,3338
3981,51751
4347,56240
14373,86317
21857,108771
28465,128595
28532,128795
617,8018
1148,14921
2826,36736
4341,56223
6152,61656
22217,109851
40156,163668
40635,165103
977,12698
2986,38811
4145,53883
14339,86216
17186,94757
22577,110930
30785,135554
42265,169995
669,8696
1234,16039
1337,17378
2188,28441
5998,61194
22937,112011
38510,158729
41357,167270
520,6756
776,10085
1697,22055
11078,76433
21106,106517
23297,113091
26271,122012
28303,128109
2057,26736
2105,27360
2685,34901
3339,43407
20613,105039
22526,110777
23657,114171
23824,114672
120,1556
2409,31313
2417,31416
2924,38010
12761,81482
24017,115251
25077,118431
29975,133124
211,2741
393,5105
2777,36099
2793,36307
5390,59369
24377,116330
31814,138642
35971,151111
3137,40779
3851,50059
4007,52089
4888,57864
11174,76722
24737,117411
38693,159279
39948,163043
1729,22472
1851,24060
2601,33809
3497,45459
15273,89019
25097,118490
34071,145412
37390,155369
2210,28726
2642,34341
3857,50136
13869,84806
15420,89459
25457,119570
30724,135372
33972,145116
858,11150
2324,30209
3074,39958
4217,54818
12173,79718
25817,120651
29675,132225
35174,148722
1171,15220
3520,45757
4577,56931
15901,90903
20377,104331
22993,112178
26177,121730
37196,154788
306,3973
510,6628
4150,53947
4937,58010
14680,87239
23488,113663
26537,122811
27613,126038
764,9929
1759,22862
5297,59091
8327,68181
10064,73391
26897,123891
27956,127068
29687,132260
903,11735
3842,49942
5657,60171
9324,71171
20489,104666
25661,120183
27257,124971
38844,159731
1095,14230
3631,47202
6017,61250
7098,64493
12489,80666
27617,126049
31317,137150
36893,153878
1038,13491
2024,26309
2225,28920
6377,62330
12427,80481
27977,127130
28091,127473
39057,160371
1804,23449
3582,46561
6737,63409
10586,74958
13840,84720
23866,114797
28337,128210
31952,139055
81,1051
3524,45808
7097,64491
16981,94143
18202,97806
24288,116063
28697,129291
30406,134418
532,6911
2029,26373
5867,60801
7457,65570
16128,91583
22061,109383
29057,130370
32614,141042
2575,33473
2830,36787
7817,66650
10221,73862
13042,82326
29252,130956
29417,131451
31678,138233
1201,15611
2976,38682
8177,67731
17376,95327
19971,103112
25439,119517
26764,123492
29777,132529
350,4545
1595,20735
4047,52607
8537,68810
19238,100914
30137,133611
41569,167907
41606,168017
877,11397
2883,37477
4219,54843
8897,69891
16490,92669
24587,116960
30497,134690
32344,140230
123,1594
387,5028
3532,45911
9257,70971
13379,83337
30857,135770
35586,149957
38145,157634
249,3236
1609,20916
9617,72050
19502,101706
19575,101924
28016,127246
29474,131621
31217,136850
691,8980
1779,23122
9977,73131
10841,75723
21026,106278
26077,121431
31577,137931
34665,147194
1027,13349
3781,49152
3799,49384
8010,67229
10337,74211
31937,139011
37845,156734
40788,165563
3344,43471
4080,53035
10214,73842
10697,75291
19964,103092
26291,122073
32297,140090
33079,142436
2136,27766
3386,44013
6701,63303
11057,76371
12736,81408
31125,136575
32657,141170
35260,148978
1620,21058
2487,32328
2539,33004
4207,54689
11417,77450
33017,142251
36201,151802
42298,170093
404,5247
2015,26193
2641,34329
3983,51776
11777,78531
26430,122490
29050,130350
33377,143330
479,6223
3375,43871
3673,47747
9519,71756
12137,79611
33737,144410
37496,155688
40741,165423
1407,18287
2582,33563
12497,80689
18846,99738
20796,105587
23479,113637
25185,118754
34097,145490
879,11422
4011,52140
8529,68787
9476,71628
12857,81770
24579,116937
34457,146571
39181,160742
1245,16181
1856,24124
6894,63882
13217,82851
18545,98835
25831,120692
32909,141927
34817,147651
997,12959
1368,17782
3368,43781
7486,65656
13577,83931
35177,148730
35638,150112
35909,150926
1454,18898
3358,43652
7685,66255
11839,78716
13937,85009
33376,143328
35537,149811
36824,153672
103,1336
4245,55180
10792,75575
13598,83993
14297,86091
33755,144463
35897,150891
40167,163700
452,5873
2708,35201
8272,68015
14657,87171
19265,100994
34551,146852
36257,151969
42605,171015
833,10825
2875,37371
8756,69468
15017,88251
16759,93477
23145,112635
31400,137399
36617,153051
2153,27986
3881,50446
5473,59619
15377,89331
17320,95160
23397,113390
27012,124236
36977,154130
2393,31105
3445,44780
9804,72611
12026,79278
15737,90411
34646,147138
37337,155211
39583,161948
514,6679
1713,22264
9338,71212
16097,91491
21515,107744
32508,140724
33676,144228
37697,156291
2182,28364
3676,47785
13069,82406
15055,88363
16457,92571
27567,125901
30297,134091
38057,157371
44,570
3177,41298
5676,60227
15052,88355
16817,93650
21914,108941
22080,109439
38417,158451
2164,28131
2353,30586
4777,57531
17177,94731
18073,97419
21931,108991
38777,159530
41074,166421
269,3493
1671,21719
6712,63335
16334,92202
17537,95811
33192,142776
39137,160610
42100,169498
1402,18223
2006,26077
3746,48696
7748,66443
17897,96890
27023,124268
39497,161690
43038,172314
795,10332
2971,38618
8757,69470
11376,77328
18257,97970
39857,162770
40621,165062
42854,171762
83,1076
1977,25700
2316,30106
3865,50239
18617,99050
26948,124043
40217,163849
42009,169227
1389,18055
2969,38593
14452,86556
18663,99188
18977,100130
34263,145988
36643,153128
40577,164931
2294,29820
3944,51267
5053,58358
15778,90533
19337,101209
22460,110580
37712,156335
40937,166011
3047,39606
4253,55284
6311,62133
17749,96447
19697,102291
25208,118824
28935,130005
41297,167091
1459,18963
2960,38477
7423,65469
11667,78201
20057,103369
38233,157898
41657,168169
42643,171128
735,9552
3486,45316
16910,93929
20417,104450
21411,107433
36187,151761
39439,161517
42017,169250
1440,18715
3786,49216
15554,89862
17811,96632
20777,105531
22714,111341
29970,133110
42377,170330
1647,21408
1895,24631
3166,41156
18913,99938
21137,106610
24221,115863
32256,139968
42737,171410
681,8851
1265,16441
1687,21926
2892,37593
21497,107690
36691,153271
39834,162702
43097,172490
254,3300
258,3351
3982,51764
4348,56243
14374,86320
21858,108774
28466,128598
28533,128798
618,8032
1149,14934
2827,36749
4342,56226
6153,61659
22218,109854
40157,163671
40636,165106
978,12711
2987,38825
4146,53896
14340,86219
17187,94760
22578,110933
30786,135557
42266,169998
670,8709
1235,16052
1338,17392
2189,28454
5999,61197
22938,112014
38511,158732
41358,167273
521,6769
777,10098
1698,22068
11079,76436
21107,106520
23298,113094
26272,122015
28304,128112
2058,26749
2106,27373
2686,34915
3340,43420
20614,105042
22527,110780
23658,114174
23825,114675
121,1569
2410,31326
2418,31429
2925,38023
12762,81485
24018,115254
25078,118434
29976,133127
212,2754
394,5118
2778,36112
2794,36320
5391,59372
24378,116333
31815,138645
35972,151114
3138,40792
3852,50072
4008,52102
4889,57867
11175,76725
